seed,adam_loss,lbfgs_loss,mse_overall,mae_overall,r2_overall,mse_Never,mse_Exposed,mse_Presymptomatic,mse_Symptomatic,mse_Asymptomatic,mse_Deaths,elapsed_s,retcode
2,44754.95304347766,5283.187333376787,7.770158805191042,1.6554289005699911,0.9999999999987947,13.507761600807736,18.353423593920105,1.101983566068358,0.9529537297057263,0.9905666453384462,11.714263695305888,336.6081290245056,Success
