iter,loss
1,49032.84412949675
2,48824.214475896
3,48605.42690768095
4,48152.52097811114
5,47899.69891409734
6,47579.90586225837
7,47359.963147339666
8,47029.43642953828
9,46755.25884777376
10,46441.2141539138
11,46213.94885074425
12,45925.63593489883
13,45487.69505322759
14,45064.737217885
15,44754.95304347766
16,44754.95304347766
17,44754.95304347766
18,14827.721795907644
19,10762.744514627975
20,5337.249967698036
21,5297.925510112132
22,5283.187333376787
