iter,loss
1,53064.93695659103
2,52729.08459873869
3,52630.0457355444
4,52274.105126978946
5,52055.134205767485
6,51759.36818376927
7,51322.23598534948
8,51314.144379032885
9,51016.10960781751
10,50612.69019236669
11,50293.7974787291
12,50043.076553066996
13,49670.02557612504
14,49233.55515789134
15,48873.39332475895
16,48873.39332475895
17,48873.39332475895
18,9755.223911437733
19,5949.030982495048
20,5941.614469392651
21,5896.25882853089
22,5761.447043266951
