seed,adam_loss,lbfgs_loss,mse_overall,mae_overall,r2_overall,mse_Never,mse_Exposed,mse_Presymptomatic,mse_Symptomatic,mse_Asymptomatic,mse_Deaths,elapsed_s,retcode
4,48873.39332475895,5761.447043266951,23.11055235807357,2.7984369475157176,0.9999999999964152,64.60098361121865,58.0670554987939,8.525441333544464,3.21863925466399,2.495042966134749,1.7561514840856571,301.34176111221313,Success
