seed,adam_loss,lbfgs_loss,mse_overall,mae_overall,r2_overall,mse_Never,mse_Exposed,mse_Presymptomatic,mse_Symptomatic,mse_Asymptomatic,mse_Deaths,elapsed_s,retcode
1,49674.768391337944,5806.109068367455,14.890611088085054,2.273669024544822,0.9999999999976903,26.37097248101968,27.13232411890885,1.4550339191025778,1.2883220948081415,1.0893409495967252,32.00767296507438,500.23973178863525,Success
