iter,loss
1,53260.39817037475
2,52915.242255383535
3,52747.20834290824
4,52546.344983220275
5,52249.29075179096
6,52020.933417339904
7,51644.385976538666
8,51578.68765085631
9,51258.92035356733
10,51097.58322042081
11,50662.73435179692
12,50559.26571167198
13,50261.618454338655
14,49910.17163973787
15,49674.768391337944
16,49674.768391337944
17,49674.76839133793
18,5864.019368278901
19,5845.063649586628
20,5821.982974926429
21,5811.589801753179
22,5806.109068367455
