seed,adam_loss,lbfgs_loss,mse_overall,mae_overall,r2_overall,mse_Never,mse_Exposed,mse_Presymptomatic,mse_Symptomatic,mse_Asymptomatic,mse_Deaths,elapsed_s,retcode
5,46281.16506562633,5424.998826949968,22.211092054714396,2.6964377519756484,0.9999999999965548,63.65621268214602,58.82168832000649,1.8012419395762442,1.228296914402913,1.2573138153848349,6.501798656769896,290.54950618743896,Success
