seed,L_star_train,L_star_mse,L_budget,L_alt,rel_dloss_percent,norm_curve_distance
5,5424.998826949968,22.211092054714396,22.43320297526154,22.211094554248493,1.1253539860914492e-5,0.9999999948204196
