seed,adam_loss,lbfgs_loss,mse_overall,mae_overall,r2_overall,mse_Never,mse_Exposed,mse_Presymptomatic,mse_Symptomatic,mse_Asymptomatic,mse_Deaths,elapsed_s,retcode
3,40277.17744758656,2459.603442374014,90.26663811356585,2.7618303448900003,0.9999999999859984,480.48527329345967,20.632540529712582,2.9018760984734957,3.650823794272133,4.425342034137651,29.503972931339714,340.70398592948914,Success
